,City,lat,lon,dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust
467,manaus,-1.3865,-59.5963,1657410978,73.24,74.88,1013,98,72.64,0.0,76,10000,2.57,48,2.68
468,albany,-62.8641,124.0515,1657410980,31.37,18.77,949,98,30.94,0.0,100,66,32.37,5,48.9
469,rikitea,-65.1382,-127.1537,1657410981,25.11,12.51,977,66,16.43,0.0,94,10000,30.6,261,31.27
470,mataura,-82.9104,-142.1307,1657410983,-3.96,-16.56,973,80,-8.1,0.0,100,10000,19.08,104,29.3
471,rikitea,-57.7803,-119.6805,1657410984,34.59,21.99,987,77,28.58,0.0,100,10000,30.38,252,33.26
472,araouane,19.3284,-2.8691,1657410986,94.23,89.51,1007,10,29.7,0.0,93,10000,4.07,163,7.49
473,hilo,23.2976,-151.8319,1657410988,75.65,76.48,1022,76,67.55,9.4,95,10000,19.6,82,21.72
474,saint-philippe,-41.7485,60.8425,1657410989,50.88,48.4,1022,58,36.66,0.0,77,10000,34.25,238,39.46
475,ushuaia,-84.8118,-61.7263,1657410991,-27.71,-40.31,1002,79,-31.65,0.0,77,10000,16.15,168,21.88
476,bethel,57.6939,-161.8635,1657410992,51.24,50.11,1009,86,47.21,4.9,6,10000,13.31,36,19.95
477,taolanaro,-53.6947,53.2378,1657410994,31.37,18.77,1007,78,26.01,0.0,98,10000,33.71,249,42.05
478,walvis bay,-24.1383,11.7488,1657410996,59.81,59.25,1024,80,53.64,0.0,0,10000,18.5,178,23.0
479,kawalu,-17.1625,106.4476,1657410997,77.0,77.31,1016,62,63.0,0.11,97,10000,20.49,115,21.52
480,atuona,0.508,-121.4453,1657410999,76.96,78.35,1010,85,72.1,2.29,13,10000,14.7,112,24.7
481,tocopilla,-22.154,-71.2948,1657411000,58.48,57.92,1017,83,53.35,0.0,100,10000,12.3,173,12.82
482,harper,-0.5369,-9.1325,1657411002,73.85,74.84,1016,83,68.36,0.0,86,10000,10.67,136,18.07
483,rikitea,-32.1344,-126.8061,1657411004,63.37,63.41,1018,85,58.78,0.12,100,10000,11.5,184,11.21
484,bluff,-76.9632,171.7771,1657411005,-19.16,-31.76,988,100,-19.16,0.0,98,10000,17.34,206,37.42
485,arlit,18.0045,6.456,1657411007,92.5,88.07,1007,12,32.56,0.0,26,10000,5.7,151,7.72
486,cape town,-45.6141,1.0777,1657411008,46.96,37.44,994,91,44.47,0.0,100,10000,33.49,315,49.86
487,monze,-16.3112,27.4984,1657411010,53.76,52.32,1020,74,45.68,0.0,5,10000,4.88,76,15.14
488,fort myers beach,26.4737,-81.888,1657411012,86.41,98.49,1016,75,77.54,0.0,14,10000,1.99,171,5.99
489,dapaong,11.0707,0.1035,1657411013,78.85,78.85,1013,72,69.06,0.0,76,10000,9.89,204,19.8
490,georgetown,-15.1677,-23.2428,1657411015,74.62,74.98,1021,68,63.37,0.0,42,10000,22.55,87,27.13
491,carnarvon,-24.0936,103.7786,1657411016,65.61,64.63,1022,59,50.92,0.0,22,10000,20.92,146,20.8
492,khatanga,75.4097,94.7583,1657411018,33.51,23.67,1005,93,31.75,0.61,96,1454,14.61,278,23.38
493,new norfolk,-75.3571,131.1142,1657411020,-61.76,-74.36,1027,100,-61.76,0.0,59,10000,11.54,277,10.83
494,mar del plata,-70.37,-19.2077,1657411021,5.36,-7.24,982,95,4.35,0.0,100,341,12.3,62,19.28
495,birao,10.3808,22.9843,1657411023,73.51,74.37,1010,81,67.32,0.0,90,10000,3.98,198,4.54
496,airai,7.2597,135.7531,1657411024,83.39,90.39,1010,74,74.23,2.33,99,10000,14.56,174,15.21
497,ushuaia,-79.3709,-37.8318,1657411026,-40.5,-53.1,991,98,-40.83,0.0,87,10000,10.0,181,12.46
498,taolanaro,-44.0347,50.5338,1657411028,40.35,33.03,1028,76,33.4,0.0,99,10000,12.71,242,14.79
499,lithgow,-32.8308,150.4274,1657411029,36.03,36.03,1024,98,35.53,1.0,71,10000,2.55,182,13.6
500,roald,64.3842,4.5268,1657411031,50.97,49.48,1020,79,44.71,0.0,100,10000,16.37,308,17.07
